iter	Passed	Remaining
1671	30684	152836
1672	30700	152803
1673	30717	152781
1674	30742	152795
1675	30764	152793
1676	30799	152857
1677	30816	152833
1678	30833	152808
1679	30855	152808
1680	30878	152811
1681	30903	152828
1682	30948	152939
1683	30965	152912
1684	30981	152887
1685	30998	152858
1686	31012	152819
1687	31029	152795
1688	31046	152771
1689	31061	152733
1690	31077	152703
1691	31095	152682
1692	31138	152788
1693	31191	152937
1694	31213	152935
1695	31237	152945
1696	31256	152931
1697	31273	152905
1698	31288	152870
1699	31303	152834
1700	31319	152802
1701	31335	152773
1702	31349	152734
1703	31374	152747
1704	31389	152711
1705	31403	152675
1706	31418	152636
1707	31434	152609
1708	31463	152640
1709	31491	152667
1710	31511	152657
1711	31533	152656
1712	31550	152633
1713	31571	152625
1714	31591	152613
1715	31609	152593
1716	31633	152605
1717	31651	152581
1718	31669	152563
1719	31686	152537
1720	31703	152511
1721	31718	152478
1722	31732	152435
1723	31747	152404
1724	31763	152370
1725	31776	152329
1726	31790	152289
1727	31805	152255
1728	31820	152220
1729	31835	152183
1730	31852	152161
1731	31869	152134
1732	31887	152112
1733	31901	152073
1734	31917	152044
1735	31935	152022
1736	31950	151988
1737	31970	151977
1738	31987	151956
1739	32004	151928
1740	32019	151894
1741	32033	151854
1742	32049	151825
1743	32068	151808
1744	32087	151793
1745	32103	151763
1746	32127	151775
1747	32143	151741
1748	32160	151718
1749	32183	151722
1750	32198	151687
1751	32213	151652
1752	32226	151611
1753	32245	151595
1754	32260	151561
1755	32279	151543
1756	32293	151505
1757	32309	151474
1758	32324	151441
1759	32342	151423
1760	32360	151399
1761	32376	151373
1762	32393	151348
1763	32410	151324
1764	32432	151320
1765	32452	151310
1766	32487	151371
1767	32505	151348
1768	32518	151304
1769	32532	151266
1770	32546	151229
1771	32562	151198
1772	32578	151167
1773	32593	151133
1774	32609	151105
1775	32624	151070
1776	32642	151050
1777	32657	151016
1778	32674	150991
1779	32691	150967
1780	32710	150951
1781	32731	150947
1782	32761	150982
1783	32780	150965
1784	32815	151026
1785	32836	151019
1786	32853	150992
1787	32866	150952
1788	32883	150927
1789	32899	150894
1790	32914	150861
1791	32928	150822
1792	32943	150788
1793	32959	150761
1794	32972	150719
1795	32984	150673
1796	32998	150632
1797	33009	150581
1798	33022	150535
1799	33035	150496
1800	33048	150452
1801	33061	150409
1802	33075	150373
1803	33089	150334
1804	33104	150300
1805	33115	150249
1806	33129	150208
1807	33144	150175
1808	33159	150144
1809	33175	150113
1810	33192	150092
1811	33207	150056
1812	33223	150028
1813	33245	150026
1814	33265	150016
1815	33283	149996
1816	33301	149973
1817	33316	149944
1818	33334	149923
1819	33366	149967
1820	33417	150094
1821	33465	150209
1822	33490	150219
1823	33509	150204
1824	33537	150228
1825	33550	150185
1826	33565	150154
1827	33581	150122
1828	33600	150108
1829	33617	150084
1830	33633	150055
1831	33648	150023
1832	33666	150002
1833	33682	149974
1834	33703	149964
1835	33721	149945
1836	33740	149932
1837	33759	149915
1838	33774	149883
1839	33789	149849
1840	33803	149812
1841	33817	149775
1842	33832	149741
1843	33845	149698
1844	33859	149662
1845	33873	149621
1846	33886	149579
1847	33900	149545
1848	33916	149513
1849	33931	149481
1850	33946	149449
1851	33960	149411
1852	33974	149374
1853	33988	149337
1854	34001	149296
1855	34017	149265
1856	34032	149233
1857	34046	149195
1858	34060	149158
1859	34074	149119
1860	34086	149077
1861	34100	149036
1862	34114	149002
1863	34127	148958
1864	34140	148917
1865	34154	148880
1866	34167	148841
1867	34182	148807
1868	34199	148783
1869	34214	148750
1870	34228	148711
1871	34240	148670
1872	34256	148639
1873	34270	148603
1874	34285	148568
1875	34303	148552
1876	34319	148521
1877	34333	148485
1878	34348	148455
1879	34362	148415
1880	34374	148373
1881	34387	148330
1882	34401	148295
1883	34415	148256
1884	34432	148231
1885	34452	148224
1886	34465	148181
1887	34478	148141
1888	34493	148109
1889	34509	148080
1890	34523	148045
1891	34538	148010
1892	34551	147971
1893	34564	147930
1894	34576	147886
1895	34589	147843
1896	34602	147805
1897	34617	147773
1898	34632	147738
1899	34649	147714
1900	34665	147687
1901	34680	147656
1902	34695	147623
1903	34709	147586
1904	34722	147549
1905	34737	147517
1906	34754	147491
1907	34769	147461
1908	34782	147421
1909	34797	147389
1910	34810	147348
1911	34824	147310
1912	34837	147273
1913	34851	147236
1914	34864	147195
1915	34877	147157
1916	34892	147124
1917	34908	147095
1918	34927	147083
1919	34943	147053
1920	34959	147025
1921	34980	147018
1922	34997	146998
1923	35016	146983
1924	35037	146977
1925	35056	146961
1926	35080	146967
1927	35105	146977
1928	35126	146970
1929	35192	147153
1930	35231	147219
1931	35266	147272
1932	35287	147265
1933	35336	147376
1934	35366	147405
1935	35394	147427
1936	35418	147435
1937	35441	147436
1938	35460	147421
1939	35479	147405
1940	35498	147388
1941	35519	147380
1942	35542	147384
1943	35556	147348
1944	35572	147320
1945	35593	147311
1946	35610	147288
1947	35627	147264
1948	35644	147241
1949	35660	147214
1950	35674	147178
1951	35690	147150
1952	35704	147115
1953	35722	147095
1954	35737	147062
1955	35753	147035
1956	35768	147003
1957	35782	146966
1958	35795	146927
1959	35816	146919
1960	35829	146881
1961	35848	146865
1962	35864	146837
1963	35882	146817
1964	35898	146790
1965	35915	146769
1966	35929	146733
1967	35946	146708
1968	35961	146677
1969	35978	146653
1970	35993	146622
1971	36009	146595
1972	36025	146564
1973	36038	146527
1974	36053	146494
1975	36066	146456
1976	36081	146424
1977	36096	146393
1978	36112	146365
1979	36126	146329
1980	36149	146329
1981	36166	146310
1982	36183	146283
1983	36195	146242
1984	36212	146217
1985	36228	146189
1986	36246	146172
1987	36261	146141
1988	36279	146120
1989	36296	146098
1990	36313	146075
1991	36331	146055
1992	36350	146040
1993	36369	146025
1994	36387	146004
1995	36405	145988
1996	36424	145970
1997	36441	145949
1998	36463	145945
1999	36479	145917
2000	36496	145894
2001	36513	145870
2002	36531	145853
2003	36553	145847
2004	36578	145858
2005	36601	145857
2006	36623	145853
2007	36656	145896
2008	36671	145866
2009	36690	145848
2010	36706	145823
2011	36726	145812
2012	36741	145777
2013	36758	145755
2014	36781	145756
2015	36803	145752
2016	36818	145720
2017	36833	145691
2018	36848	145659
2019	36862	145626
2020	36877	145594
2021	36892	145564
2022	36913	145554
2023	36930	145530
2024	36946	145505
2025	36959	145467
2026	36976	145443
2027	36991	145411
2028	37008	145388
2029	37028	145376
2030	37047	145361
2031	37061	145326
2032	37073	145284
2033	37087	145250
2034	37103	145223
2035	37120	145201
2036	37136	145172
2037	37154	145155
2038	37171	145131
2039	37189	145110
2040	37207	145093
2041	37230	145092
2042	37244	145058
2043	37259	145028
2044	37274	144996
2045	37288	144963
2046	37299	144917
2047	37320	144910
2048	37338	144887
2049	37357	144872
2050	37373	144845
2051	37388	144817
2052	37403	144784
2053	37419	144760
2054	37434	144729
2055	37448	144695
2056	37463	144663
2057	37478	144631
2058	37492	144600
2059	37511	144583
2060	37527	144556
2061	37544	144531
2062	37559	144502
2063	37575	144476
2064	37593	144458
2065	37608	144426
2066	37621	144389
2067	37635	144354
2068	37649	144319
2069	37664	144288
2070	37680	144262
2071	37695	144232
2072	37713	144212
2073	37730	144190
2074	37744	144155
2075	37759	144125
2076	37774	144095
2077	37791	144072
2078	37804	144036
2079	37820	144010
2080	37841	144001
2081	37856	143972
2082	37872	143945
2083	37886	143909
2084	37900	143875
2085	37916	143849
2086	37934	143831
2087	37952	143810
2088	37966	143776
2089	37980	143744
2090	37995	143714
2091	38011	143689
2092	38026	143659
2093	38040	143625
2094	38055	143594
2095	38069	143558
2096	38083	143526
2097	38097	143493
2098	38114	143468
2099	38128	143435
2100	38144	143410
2101	38160	143383
2102	38177	143360
2103	38193	143334
2104	38212	143320
2105	38227	143287
2106	38241	143257
2107	38256	143226
2108	38274	143206
2109	38288	143172
2110	38304	143147
2111	38320	143122
2112	38336	143096
2113	38353	143072
2114	38368	143044
2115	38383	143014
2116	38399	142985
2117	38413	142952
2118	38427	142918
2119	38441	142885
2120	38456	142855
2121	38475	142839
2122	38491	142815
2123	38512	142807
2124	38525	142771
2125	38541	142743
2126	38556	142714
2127	38575	142698
2128	38593	142682
2129	38609	142655
2130	38628	142641
2131	38643	142609
2132	38657	142578
2133	38677	142564
2134	38692	142536
2135	38708	142509
2136	38727	142496
2137	38746	142480
2138	38763	142457
2139	38777	142424
2140	38793	142400
2141	38808	142370
2142	38822	142336
2143	38837	142306
2144	38855	142288
2145	38870	142258
2146	38886	142235
2147	38900	142201
2148	38914	142168
2149	38931	142146
2150	38947	142119
2151	38963	142095
2152	38983	142081
2153	38997	142050
2154	39013	142024
2155	39036	142025
2156	39052	141997
2157	39066	141964
2158	39084	141947
2159	39105	141939
2160	39124	141922
2161	39141	141902
2162	39160	141884
2163	39176	141860
2164	39198	141856
2165	39216	141839
2166	39235	141824
2167	39250	141793
2168	39268	141777
2169	39287	141762
2170	39306	141747
2171	39326	141733
2172	39344	141715
2173	39362	141696
2174	39381	141683
2175	39396	141654
2176	39415	141639
2177	39436	141630
2178	39459	141630
2179	39480	141621
2180	39496	141595
2181	39511	141567
2182	39528	141546
2183	39548	141535
2184	39563	141505
2185	39578	141477
2186	39593	141445
2187	39607	141414
2188	39623	141387
2189	39637	141355
2190	39651	141322
2191	39668	141300
2192	39685	141279
2193	39699	141244
2194	39718	141232
2195	39732	141200
2196	39749	141177
2197	39767	141158
2198	39782	141131
2199	39796	141098
2200	39810	141062
2201	39824	141031
2202	39838	140999
2203	39852	140966
2204	39868	140941
2205	39884	140916
2206	39907	140914
2207	39922	140885
2208	39937	140857
2209	39953	140832
2210	39968	140803
2211	39985	140780
2212	40000	140753
2213	40016	140727
2214	40031	140698
2215	40047	140672
2216	40062	140641
2217	40076	140611
2218	40091	140580
2219	40110	140566
2220	40124	140534
2221	40142	140515
2222	40162	140506
2223	40181	140489
2224	40196	140461
2225	40210	140429
2226	40225	140402
2227	40243	140382
2228	40257	140348
2229	40274	140326
2230	40289	140298
2231	40303	140267
2232	40318	140238
2233	40335	140216
2234	40350	140188
2235	40364	140157
2236	40383	140142
2237	40400	140118
2238	40416	140095
2239	40439	140095
2240	40456	140073
2241	40471	140044
2242	40485	140012
2243	40505	139999
2244	40520	139971
2245	40537	139950
2246	40555	139930
2247	40576	139923
2248	40595	139907
2249	40612	139886
2250	40628	139863
2251	40650	139856
2252	40667	139837
2253	40685	139819
2254	40701	139792
2255	40718	139772
2256	40734	139746
2257	40749	139719
2258	40768	139702
2259	40785	139680
2260	40803	139662
2261	40817	139631
2262	40832	139601
2263	40847	139574
2264	40864	139551
2265	40879	139525
2266	40897	139506
2267	40915	139487
2268	40929	139456
2269	40943	139424
2270	40957	139393
2271	40972	139365
2272	40988	139337
2273	41000	139302
2274	41013	139267
2275	41029	139240
2276	41042	139206
2277	41056	139174
2278	41069	139137
2279	41084	139111
2280	41101	139088
2281	41121	139076
2282	41139	139061
2283	41156	139037
2284	41172	139012
2285	41187	138986
2286	41202	138956
2287	41217	138927
2288	41233	138904
2289	41250	138881
2290	41265	138853
2291	41282	138834
2292	41300	138814
2293	41316	138790
2294	41336	138777
2295	41353	138758
2296	41370	138734
2297	41389	138720
2298	41409	138711
2299	41430	138703
2300	41452	138698
2301	41471	138683
2302	41497	138690
2303	41519	138685
2304	41535	138660
2305	41552	138642
2306	41572	138628
2307	41589	138606
2308	41605	138581
2309	41622	138561
2310	41648	138569
2311	41668	138559
2312	41686	138540
2313	41704	138522
2314	41723	138507
2315	41738	138479
2316	41756	138462
2317	41773	138440
2318	41792	138425
2319	41809	138404
2320	41825	138380
2321	41841	138355
2322	41860	138338
2323	41877	138319
2324	41892	138291
2325	41907	138262
2326	41923	138239
2327	41944	138227
2328	41959	138201
2329	41977	138181
2330	41994	138163
2331	42013	138147
2332	42029	138123
2333	42047	138103
2334	42064	138083
2335	42080	138059
2336	42094	138028
2337	42111	138007
2338	42125	137975
2339	42143	137956
2340	42162	137941
2341	42182	137930
2342	42198	137906
2343	42214	137879
2344	42230	137856
2345	42248	137839
2346	42267	137822
2347	42283	137798
2348	42301	137781
2349	42317	137757
2350	42332	137729
2351	42348	137703
2352	42365	137682
2353	42382	137662
2354	42400	137644
2355	42417	137621
2356	42433	137598
2357	42449	137573
2358	42465	137550
2359	42481	137523
2360	42499	137506
2361	42516	137484
2362	42539	137484
2363	42563	137485
2364	42581	137467
2365	42599	137450
2366	42616	137428
2367	42634	137410
2368	42652	137392
2369	42670	137374
2370	42687	137352
2371	42709	137346
2372	42728	137331
2373	42752	137334
2374	42772	137323
2375	42790	137303
2376	42808	137284
2377	42824	137262
2378	42847	137258
2379	42865	137242
2380	42882	137219
2381	42897	137192
2382	42916	137179
2383	42935	137163
2384	42950	137135
2385	42968	137117
2386	42988	137104
2387	43004	137080
2388	43022	137063
2389	43037	137035
2390	43054	137013
2391	43076	137008
2392	43092	136983
2393	43106	136953
2394	43124	136934
2395	43139	136909
2396	43157	136891
2397	43178	136882
2398	43194	136858
2399	43213	136841
2400	43229	136817
2401	43247	136801
2402	43264	136779
2403	43281	136757
2404	43299	136740
2405	43320	136731
2406	43338	136714
2407	43352	136683
2408	43367	136655
2409	43383	136631
2410	43398	136604
2411	43414	136580
2412	43430	136553
2413	43450	136544
2414	43463	136511
2415	43480	136488
2416	43495	136460
2417	43522	136471
2418	43537	136445
2419	43554	136421
2420	43574	136410
2421	43591	136389
2422	43605	136359
2423	43624	136343
2424	43644	136334
2425	43662	136315
2426	43684	136308
2427	43702	136290
2428	43724	136285
2429	43742	136266
2430	43761	136251
2431	43775	136221
2432	43794	136207
2433	43812	136190
2434	43836	136189
2435	43857	136182
2436	43881	136181
2437	43899	136165
2438	43918	136148
2439	43941	136146
2440	43962	136138
2441	43983	136127
2442	44006	136126
2443	44024	136107
2444	44043	136094
2445	44061	136074
2446	44076	136048
2447	44094	136028
2448	44108	136000
2449	44134	136005
2450	44152	135988
2451	44170	135971
2452	44187	135950
2453	44205	135931
2454	44225	135919
2455	44242	135897
2456	44258	135872
2457	44273	135845
2458	44289	135821
2459	44305	135798
2460	44320	135771
2461	44334	135741
2462	44351	135719
2463	44366	135692
2464	44380	135662
2465	44396	135637
2466	44415	135624
2467	44435	135610
2468	44452	135589
2469	44467	135563
2470	44481	135533
2471	44496	135506
2472	44511	135477
2473	44524	135444
2474	44541	135424
2475	44562	135413
2476	44576	135385
2477	44593	135364
2478	44615	135358
2479	44634	135342
2480	44655	135333
2481	44674	135319
2482	44693	135303
2483	44708	135278
2484	44723	135251
2485	44737	135221
2486	44781	135281
2487	44810	135295
2488	44838	135306
2489	44861	135304
2490	44887	135310
2491	44906	135295
2492	44936	135312
2493	44970	135345
2494	44991	135335
2495	45037	135401
2496	45055	135384
2497	45079	135381
2498	45102	135380
2499	45144	135434
2500	45259	135705
2501	45331	135848
2502	45386	135940
2503	45403	135921
2504	45426	135917
2505	45461	135949
2506	45483	135942
2507	45505	135935
2508	45537	135957
2509	45586	136031
2510	45612	136039
2511	45637	136041
2512	45656	136025
2513	45683	136032
2514	45703	136019
2515	45723	136008
2516	45741	135987
2517	45764	135985
2518	45788	135982
2519	45810	135976
2520	45833	135974
2521	45859	135979
2522	45881	135972
2523	45915	135999
2524	45947	136021
2525	45982	136055
2526	46003	136044
2527	46027	136042
2528	46081	136130
2529	46104	136125
2530	46140	136161
2531	46175	136192
2532	46197	136184
2533	46214	136164
2534	46229	136134
2535	46244	136106
2536	46259	136079
2537	46274	136051
2538	46290	136027
2539	46310	136014
2540	46325	135985
2541	46339	135956
2542	46355	135930
2543	46369	135901
2544	46383	135870
2545	46398	135843
2546	46413	135815
2547	46432	135799
2548	46450	135778
2549	46464	135750
2550	46481	135728
2551	46498	135706
2552	46514	135680
2553	46530	135654
2554	46546	135630
2555	46559	135598
2556	46575	135574
2557	46589	135543
2558	46610	135532
2559	46625	135504
2560	46640	135477
2561	46656	135453
2562	46673	135431
2563	46688	135404
2564	46704	135380
2565	46723	135362
2566	46743	135351
2567	46762	135333
2568	46780	135315
2569	46798	135295
2570	46813	135269
2571	46831	135251
2572	46848	135229
2573	46864	135205
2574	46881	135181
2575	46903	135176
2576	46928	135177
2577	46955	135183
2578	46979	135183
2579	46997	135163
2580	47018	135153
2581	47034	135128
2582	47051	135106
2583	47068	135085
2584	47088	135071
2585	47104	135046
2586	47125	135036
2587	47139	135006
2588	47154	134978
2589	47169	134950
2590	47185	134928
2591	47203	134909
2592	47218	134880
2593	47235	134858
2594	47253	134839
2595	47269	134815
2596	47283	134785
2597	47299	134760
2598	47312	134729
2599	47327	134701
2600	47341	134670
2601	47358	134650
2602	47377	134632
2603	47394	134612
2604	47413	134596
2605	47430	134573
2606	47444	134544
2607	47459	134516
2608	47475	134492
2609	47489	134462
2610	47503	134431
2611	47518	134405
2612	47532	134376
2613	47547	134347
2614	47564	134326
2615	47581	134303
2616	47597	134280
2617	47614	134260
2618	47632	134239
2619	47656	134238
2620	47674	134220
2621	47690	134194
2622	47704	134165
2623	47728	134163
2624	47750	134155
2625	47767	134133
2626	47784	134113
2627	47798	134082
2628	47816	134063
2629	47832	134039
2630	47850	134021
2631	47871	134011
2632	47893	134004
2633	47920	134009
2634	47948	134019
2635	47987	134058
2636	48018	134076
2637	48043	134077
2638	48058	134051
2639	48074	134025
2640	48097	134021
2641	48115	134002
2642	48136	133990
2643	48154	133972
2644	48174	133958
2645	48188	133930
2646	48202	133901
2647	48218	133875
2648	48234	133851
2649	48248	133822
2650	48263	133795
2651	48277	133764
2652	48292	133737
2653	48306	133708
2654	48320	133678
2655	48335	133650
2656	48350	133622
2657	48369	133606
2658	48385	133584
2659	48403	133564
2660	48424	133553
2661	48442	133535
2662	48460	133516
2663	48478	133498
2664	48491	133465
2665	48504	133431
2666	48518	133403
2667	48533	133375
2668	48548	133350
2669	48564	133325
2670	48583	133307
2671	48599	133284
2672	48616	133263
2673	48634	133244
2674	48655	133234
2675	48676	133222
2676	48697	133214
2677	48716	133197
2678	48739	133193
2679	48756	133171
2680	48776	133156
2681	48795	133142
2682	48834	133181
2683	48858	133177
2684	48882	133173
2685	48910	133182
2686	48931	133172
2687	48951	133159
2688	48967	133135
2689	48988	133124
2690	49013	133123
2691	49038	133126
2692	49061	133120
2693	49083	133111
2694	49107	133108
2695	49126	133092
2696	49186	133189
2697	49213	133194
2698	49231	133174
2699	49249	133157
2700	49268	133140
2701	49288	133125
2702	49308	133112
2703	49327	133095
2704	49343	133073
2705	49364	133062
2706	49389	133060
2707	49409	133049
2708	49430	133037
2709	49452	133028
2710	49474	133020
2711	49492	133002
2712	49508	132976
2713	49525	132955
2714	49548	132951
2715	49568	132938
2716	49586	132918
2717	49606	132903
2718	49625	132888
2719	49643	132869
2720	49667	132867
2721	49686	132850
2722	49708	132842
2723	49733	132841
2724	49757	132838
2725	49778	132828
2726	49803	132826
2727	49832	132838
2728	49875	132886
2729	49931	132969
2730	49949	132949
2731	49969	132935
2732	49988	132918
2733	50006	132899
2734	50029	132894
2735	50045	132870
2736	50061	132845
2737	50078	132822
2738	50093	132797
2739	50110	132774
2740	50125	132748
2741	50143	132727
2742	50159	132703
2743	50172	132672
2744	50187	132644
2745	50205	132625
2746	50219	132596
2747	50232	132563
2748	50245	132531
2749	50259	132501
2750	50272	132470
2751	50287	132441
2752	50301	132413
2753	50317	132388
2754	50331	132359
2755	50344	132328
2756	50357	132296
2757	50369	132261
2758	50381	132226
2759	50394	132194
2760	50406	132160
2761	50419	132127
2762	50433	132098
2763	50445	132063
2764	50457	132028
2765	50470	131995
2766	50482	131962
2767	50495	131929
2768	50507	131895
2769	50520	131862
2770	50532	131828
2771	50544	131796
2772	50558	131764
2773	50572	131736
2774	50586	131707
2775	50600	131676
2776	50614	131649
2777	50630	131625
2778	50645	131597
2779	50662	131575
2780	50682	131562
2781	50703	131552
2782	50720	131531
2783	50736	131507
2784	50752	131483
2785	50769	131461
2786	50790	131450
2787	50847	131532
2788	50865	131512
2789	50884	131496
2790	50910	131498
2791	50925	131472
2792	50940	131445
2793	50954	131417
2794	50968	131388
2795	50984	131364
2796	51000	131339
2797	51018	131320
2798	51035	131300
2799	51058	131292
2800	51080	131284
2801	51094	131256
2802	51116	131246
2803	51133	131224
2804	51149	131201
2805	51167	131182
2806	51186	131167
2807	51201	131139
2808	51219	131121
2809	51237	131102
2810	51266	131110
2811	51291	131111
2812	51320	131119
2813	51333	131089
2814	51351	131069
2815	51382	131082
2816	51420	131114
2817	51435	131088
2818	51453	131071
2819	51466	131038
2820	51479	131006
2821	51494	130980
2822	51509	130954
2823	51523	130925
2824	51536	130893
2825	51552	130870
2826	51569	130848
2827	51582	130817
2828	51600	130797
2829	51618	130778
2830	51635	130758
2831	51648	130726
2832	51663	130700
2833	51678	130673
2834	51694	130650
2835	51717	130644
2836	51740	130635
2837	51756	130613
2838	51776	130599
2839	51791	130572
2840	51806	130546
2841	51823	130525
2842	51840	130505
2843	51861	130491
2844	51881	130477
2845	51895	130449
2846	51911	130427
2847	51925	130397
2848	51942	130375
2849	51963	130363
2850	51986	130358
2851	52004	130340
2852	52022	130319
2853	52036	130292
2854	52052	130266
2855	52064	130234
2856	52080	130211
2857	52096	130186
2858	52110	130158
2859	52126	130134
2860	52139	130102
2861	52154	130077
2862	52168	130047
2863	52182	130019
2864	52196	129990
2865	52209	129958
2866	52223	129930
2867	52236	129898
2868	52250	129869
2869	52263	129840
2870	52280	129817
2871	52294	129790
2872	52309	129763
2873	52323	129734
2874	52337	129704
2875	52352	129679
2876	52366	129650
2877	52381	129625
2878	52394	129593
2879	52407	129564
2880	52423	129539
2881	52438	129512
2882	52454	129488
2883	52469	129462
2884	52483	129434
2885	52496	129404
2886	52510	129375
2887	52523	129343
2888	52539	129319
2889	52555	129298
2890	52573	129279
2891	52592	129262
2892	52607	129237
2893	52625	129218
2894	52645	129203
2895	52666	129193
2896	52688	129183
2897	52709	129172
2898	52729	129158
2899	52760	129171
2900	52787	129175
2901	52816	129183
2902	52840	129180
2903	52862	129171
2904	52882	129157
2905	52903	129145
2906	52929	129147
2907	52956	129149
2908	52978	129140
2909	52994	129116
2910	53011	129094
2911	53025	129067
2912	53039	129039
2913	53056	129018
2914	53071	128992
2915	53088	128970
2916	53104	128946
2917	53126	128939
2918	53144	128918
2919	53175	128933
2920	53190	128906
2921	53206	128881
2922	53222	128858
2923	53237	128834
2924	53253	128809
2925	53267	128782
2926	53283	128758
2927	53297	128730
2928	53313	128705
2929	53326	128674
2930	53343	128654
2931	53359	128631
2932	53377	128610
2933	53391	128583
2934	53405	128555
2935	53419	128527
2936	53434	128501
2937	53449	128476
2938	53465	128451
2939	53478	128421
2940	53491	128389
2941	53505	128362
2942	53519	128332
2943	53532	128302
2944	53548	128279
2945	53564	128256
2946	53580	128234
2947	53595	128207
2948	53608	128176
2949	53623	128152
2950	53637	128123
2951	53652	128097
2952	53669	128076
2953	53684	128050
2954	53699	128025
2955	53715	128001
2956	53729	127973
2957	53743	127945
2958	53757	127917
2959	53773	127894
2960	53789	127870
2961	53808	127853
2962	53827	127838
2963	53845	127820
2964	53868	127813
2965	53886	127794
2966	53904	127775
2967	53920	127752
2968	53935	127727
2969	53950	127700
2970	53965	127676
2971	53979	127648
2972	53995	127623
2973	54013	127606
2974	54026	127575
2975	54044	127557
2976	54062	127538
2977	54079	127516
2978	54093	127489
2979	54111	127471
2980	54131	127456
2981	54146	127430
2982	54160	127403
2983	54176	127379
2984	54189	127350
2985	54204	127324
2986	54219	127299
2987	54239	127284
2988	54255	127262
2989	54272	127241
2990	54287	127216
2991	54302	127190
2992	54317	127164
2993	54333	127140
2994	54348	127115
2995	54364	127092
2996	54380	127068
2997	54399	127052
2998	54413	127026
2999	54428	127000
3000	54445	126978
3001	54461	126955
3002	54475	126928
3003	54492	126908
3004	54508	126884
3005	54526	126866
3006	54544	126846
3007	54562	126828
3008	54576	126800
3009	54590	126774
3010	54605	126748
3011	54620	126723
3012	54635	126697
3013	54650	126672
3014	54668	126652
3015	54683	126626
3016	54697	126599
3017	54714	126578
3018	54728	126551
3019	54743	126526
3020	54758	126501
3021	54774	126477
3022	54789	126451
3023	54803	126424
3024	54818	126400
3025	54836	126382
3026	54853	126361
3027	54869	126338
3028	54885	126314
3029	54900	126289
3030	54912	126256
3031	54926	126228
3032	54939	126200
3033	54957	126181
3034	54971	126152
3035	54983	126122
3036	54998	126097
3037	55017	126079
3038	55034	126058
3039	55053	126042
3040	55067	126017
3041	55082	125991
3042	55097	125966
3043	55114	125943
3044	55131	125924
3045	55169	125952
3046	55198	125957
3047	55219	125947
3048	55236	125925
3049	55255	125910
3050	55271	125886
3051	55289	125869
3052	55306	125848
3053	55323	125828
3054	55339	125804
3055	55357	125785
3056	55371	125757
3057	55390	125743
3058	55407	125722
3059	55426	125705
3060	55442	125683
3061	55458	125659
3062	55472	125632
3063	55486	125606
3064	55501	125579
3065	55518	125559
3066	55539	125547
3067	55556	125527
3068	55572	125504
3069	55587	125480
3070	55601	125452
3071	55616	125425
3072	55630	125399
3073	55647	125377
3074	55660	125348
3075	55672	125318
3076	55685	125286
3077	55698	125259
3078	55714	125236
3079	55728	125209
3080	55743	125183
3081	55757	125156
3082	55771	125128
3083	55786	125103
3084	55800	125077
3085	55816	125052
3086	55831	125028
3087	55847	125006
3088	55860	124976
3089	55873	124947
3090	55887	124919
3091	55900	124890
3092	55913	124860
3093	55925	124828
3094	55939	124801
3095	55952	124773
3096	55965	124743
3097	55978	124713
3098	55991	124683
3099	56003	124652
3100	56016	124624
3101	56031	124598
3102	56045	124571
3103	56060	124545
3104	56074	124520
3105	56088	124493
3106	56100	124461
3107	56113	124431
3108	56125	124401
3109	56137	124369
3110	56151	124341
3111	56163	124311
3112	56176	124281
3113	56189	124252
3114	56202	124222
3115	56215	124192
3116	56228	124163
3117	56240	124132
3118	56254	124105
3119	56267	124077
3120	56280	124048
3121	56293	124017
3122	56305	123987
3123	56318	123957
3124	56331	123930
3125	56345	123901
3126	56358	123873
3127	56371	123844
3128	56384	123814
3129	56397	123785
3130	56408	123753
3131	56421	123723
3132	56434	123693
3133	56445	123662
3134	56458	123632
3135	56471	123602
3136	56483	123572
3137	56495	123542
3138	56510	123516
3139	56526	123494
3140	56540	123466
3141	56552	123437
3142	56565	123407
3143	56576	123375
3144	56589	123344
3145	56601	123314
3146	56613	123282
3147	56627	123255
3148	56640	123227
3149	56652	123196
3150	56665	123168
3151	56678	123138
3152	56691	123109
3153	56705	123082
3154	56717	123052
3155	56730	123024
3156	56745	122999
3157	56759	122972
3158	56771	122941
3159	56782	122909
3160	56795	122879
3161	56807	122849
3162	56820	122820
3163	56831	122788
3164	56846	122763
3165	56860	122736
3166	56873	122707
3167	56886	122680
3168	56900	122652
3169	56912	122622
3170	56926	122595
3171	56939	122566
3172	56951	122537
3173	56963	122505
3174	56976	122476
3175	56989	122449
3176	57003	122421
3177	57016	122393
3178	57029	122365
3179	57044	122340
3180	57056	122310
3181	57068	122279
3182	57081	122250
3183	57093	122220
3184	57106	122192
3185	57119	122163
3186	57134	122138
3187	57151	122119
3188	57164	122091
3189	57179	122066
3190	57193	122039
3191	57208	122016
3192	57223	121991
3193	57238	121968
3194	57254	121945
3195	57270	121923
3196	57283	121895
3197	57295	121865
3198	57307	121834
3199	57320	121806
3200	57332	121776
3201	57346	121749
3202	57360	121723
3203	57374	121695
3204	57386	121666
3205	57398	121636
3206	57411	121606
3207	57423	121578
3208	57435	121547
3209	57448	121518
3210	57461	121490
3211	57475	121464
3212	57489	121437
3213	57501	121408
3214	57515	121382
3215	57528	121354
3216	57545	121332
3217	57558	121305
3218	57571	121278
3219	57584	121249
3220	57598	121222
3221	57612	121196
3222	57641	121202
3223	57682	121233
3224	57701	121218
